Ticker,Vencimento,Dias úteis,F.M. ,Mod.,Strike,A/I/OTM,Dist. (%) do Strike,Último,Var. (%),Data/Hora,Núm. de Neg.,Vol. Financeiro,Vol. Impl. (%),Delta,Gamma,Theta ($),Theta (%),Vega,IQ,Coberto,Travado,Descob.,Tit.,Lanç.
PETRF18,20/06/2025,13,,E,17.51,ITM,"-4,333","1,370",-172,30/05/2025,1,"6.850,00",,"10,000",0,-101,-7,0,29,1.8,11.8,31.3,2,7
PETRF187,20/06/2025,13,,E,18.01,ITM,"-4,172","1,319",-230,30/05/2025,1,"39.570,00",,"10,000",0,-104,-8,0,70,1.3,2,52.1,7,10
PETRF192,20/06/2025,13,,E,18.51,ITM,"-4,010","1,271",-723,30/05/2025,1,"12.710,00",,"10,000",0,-107,-8,0,80,0,9.3,18.2,4,5
PETRF194,20/06/2025,13,,A,18.76,ITM,"-3,929","1,245",-681,30/05/2025,1,"6.225,00",,"10,000",0,-108,-9,0,71,4.6,29.1,117.7,5,7
PETRF209,20/06/2025,13,,E,19.01,ITM,"-3,848","1,290",-153,15/05/2025,2,"2.580,00",,"10,000",0,-109,-8,0,42,900,5.8,106.9,5,12
PETRF199,20/06/2025,13,,A,19.26,ITM,"-3,767","1,194",-650,30/05/2025,1,"5.970,00",,"10,000",0,-111,-9,0,75,0,17,81.2,6,8
PETRF20,20/06/2025,13,,E,19.51,ITM,"-3,686","1,275","+1,19",20/05/2025,2,"7.700,00",,"10,000",0,-113,-9,0,73,1.9,4.9,57.5,8,11
PETRF204,20/06/2025,13,,A,19.76,ITM,"-3,605","1,170",-488,26/05/2025,16,"468.000,00",,"10,000",0,-115,-10,0,40,400,68,7.2,4,10
PETRF207,20/06/2025,13,,E,20.01,ITM,"-3,524","1,120",-235,30/05/2025,2,"91.840,00",,"10,000",0,-116,-10,0,42,1.9,500,71.8,5,12
PETRF222,20/06/2025,13,,A,20.26,ITM,"-3,443","1,183","+3,32",15/05/2025,1,"2.366,00",,"10,000",0,-118,-10,0,140,10,0,12.5,7,5
PETRF212,20/06/2025,13,,E,20.51,ITM,"-3,362","1,075",-254,30/05/2025,4,"376.760,00",,"10,000",0,-119,-11,0,21,4.3,24.8,41.9,3,14
PETRF252,20/06/2025,13,,A,20.76,ITM,"-3,282","1,141","+0,71",16/05/2025,1,"2.282,00",,"10,000",0,-121,-11,0,71,100,900,42,5,7
PETRF217,20/06/2025,13,,E,21.01,ITM,"-3,201","1,023",-182,30/05/2025,1,"5.115,00",,"10,000",0,-122,-12,0,31,3.8,51.6,16.4,4,13
PETRF219,20/06/2025,13,,A,21.26,ITM,"-3,120",997,"-1,018",30/05/2025,1,"5.982,00",,"10,000",0,-123,-12,0,100,1.5,31,8.8,5,5
PETRF234,20/06/2025,13,,E,21.51,ITM,"-3,039",970,-490,30/05/2025,3,"25.225,00",,"10,000",0,-125,-13,0,19,36.5,33.1,301,6,31
PETRF224,20/06/2025,13,,A,21.76,ITM,"-2,958",972,-122,23/05/2025,1,"97,200",,"10,000",0,-126,-13,0,50,2.8,97.8,55.6,4,8
PETRF227,20/06/2025,13,,E,22.01,ITM,"-2,877",922,-191,30/05/2025,1,"92,200",,"10,000",0,-128,-14,0,46,8,42.1,133.9,6,13
PETRF229,20/06/2025,13,,A,22.26,ITM,"-2,796",897,-175,30/05/2025,2,"9.042,00",,"10,000",0,-129,-14,0,25,4,13.4,20.7,3,12
PETRF232,20/06/2025,13,,E,22.51,ITM,"-2,715",875,-458,30/05/2025,1,"96.250,00",,"10,000",0,-131,-15,0,40,1.5,112.7,22.4,6,15
PETRF239,20/06/2025,13,,A,23.26,ITM,"-2,472",844,"+3,69",26/05/2025,1,"141.792,00",,"10,000",0,-135,-16,0,40,2.1,47.4,38.5,4,10
PETRF247,20/06/2025,13,,E,24.01,ITM,"-2,230",729,-188,30/05/2025,5,"99.394,00",,"10,000",0,-139,-19,0,19,1.7,2.9,198.4,5,27
PETRF254,20/06/2025,13,,A,24.76,ITM,"-1,987",655,-296,30/05/2025,1,"6.550,00",,"10,000",0,-144,-22,1,31,6.7,14.5,47.5,4,13
PETRF225W4,27/06/2025,18,,A,22.5,ITM,"-2,718",984,"+5,81",19/05/2025,3,"6.882,00",,,,,,,100,0,0,500,1,1
PETRG158,18/07/2025,33,,E,0.85,ITM,"-9,725","3,020",-131,30/05/2025,1,"3.020,00",,,,,,,33,0,0,2,1,3
PETRG407,18/07/2025,33,,E,3.35,ITM,"-8,916","2,815","+2,92",22/05/2025,1,"2.815,00",,,,,,,60,5.5,0,38.7,3,5
PETRG65,18/07/2025,33,,A,6.55,ITM,"-7,880","2,481",,22/05/2025,1,"47.139,00",,,,,,,100,0,0,1.9,1,1
PETRG778,18/07/2025,33,,E,7.05,ITM,"-7,718","2,360","+0,21",16/04/2025,6,"73.131,00",,,,,,,25,9.9,200,8.3,2,8
PETRG818,18/07/2025,33,,E,7.45,ITM,"-7,589","2,350",-63,17/04/2025,2,"705.000,00",,"10,000",0,-41,-2,0,40,121.8,5.1,30.9,2,5
PETRG945,18/07/2025,33,,E,9.45,ITM,"-6,942","2,263",,12/05/2025,1,"11.315,00",,,,,,,100,500,0,0,1,1
PETRG955,18/07/2025,33,,A,9.55,ITM,"-6,909","2,163",,09/05/2025,1,"298.494,00",,,,,,,100,0,0,13.8,1,1
PETRG965,18/07/2025,33,,E,9.65,ITM,"-6,877","2,203",,27/05/2025,2,"32.989,00",,,,,,,100,1.5,0,0,1,1
PETRG100,18/07/2025,33,,E,10.05,ITM,"-6,748","2,031",,06/05/2025,3,"28.476,00",,,,,,,100,0,0,1.4,1,1
PETRG127,18/07/2025,33,,E,12.05,ITM,"-6,100","2,010","+10,38",15/05/2025,1,"2.010,00",,,,,,,33,100,0,800,1,3
PETRG130,18/07/2025,33,,A,12.3,ITM,"-6,019","1,809","+2,20",06/05/2025,7,"10.838.500,00",,,,,,,100,0,0,925,1,1
PETRG142,18/07/2025,33,,E,13.55,ITM,"-5,615","1,679",,07/05/2025,1,"1.679,00",,,,,,,100,0,0,100,1,1
PETRG147,18/07/2025,33,,E,14.05,ITM,"-5,453","1,820",,14/05/2025,2,"34.580,00",,,,,,,100,1.9,0,0,1,1
PETRG152,18/07/2025,33,,E,14.55,ITM,"-5,291","1,669","+5,50",08/05/2025,2,"44.683,00",,,,,,,25,0,0,43.4,1,4
PETRG157,18/07/2025,33,,E,15.05,ITM,"-5,129","1,730",,21/05/2025,1,"1.730,00",,,,,,,100,0,0,100,1,1
PETRG167,18/07/2025,33,,E,16.05,ITM,"-4,806","1,620","+7,28",15/05/2025,2,"3.230,00",,,,,,,33,100,0,500,1,3
PETRG170,18/07/2025,33,,A,16.3,ITM,"-4,725","1,446",-34,29/04/2025,4,"5.783,00",,,,,,,200,0,0,18.9,2,1
PETRG175,18/07/2025,33,,A,16.8,ITM,"-4,563","1,456",,30/05/2025,1,"21.840,00",,,,,,,100,0,0,1.5,1,1
PETRG177,18/07/2025,33,,E,17.05,ITM,"-4,482","1,429",-90,30/05/2025,1,"28.580,00",,,,,,,100,1,0,60.2,4,4
PETRG180,18/07/2025,33,,A,17.3,ITM,"-4,401","1,405",,30/05/2025,1,"28.100,00",,,,,,,100,0,0,2,1,1
PETRG182,18/07/2025,33,,E,17.55,ITM,"-4,320","1,380",-644,30/05/2025,1,"6.900,00",,,,,,,100,0,0,1.1,2,2
PETRG185,18/07/2025,33,,A,17.8,ITM,"-4,239","1,355",-832,30/05/2025,1,"6.775,00",,,,,,,50,0,0,17,2,4
PETRG187,18/07/2025,33,,E,18.05,ITM,"-4,159","1,332",,30/05/2025,1,"39.960,00",,,,,,,100,0,0,3,1,1
PETRG190,18/07/2025,33,,A,18.3,ITM,"-4,078","1,309",-224,30/05/2025,1,"6.545,00",,,,,,,100,0,0,1.5,2,2
PETRG230,18/07/2025,33,,E,18.55,ITM,"-3,997","1,285","+7,98",30/05/2025,1,"12.850,00",,,,,,,150,0,0,51.3,3,2
PETRG195,18/07/2025,33,,A,18.8,ITM,"-3,916","1,257",,30/05/2025,1,"6.285,00",,,,,,,100,0,0,500,1,1
PETRG197,18/07/2025,33,,E,19.05,ITM,"-3,835","1,310",-150,15/05/2025,1,"209.600,00",,"10,000",0,-109,-8,0,100,100,0,16,2,2
PETRG300,18/07/2025,33,,A,19.3,ITM,"-3,754","1,220",-506,30/05/2025,3,"24.346,00",,"10,000",0,-111,-9,0,110,100,1.1,4.5,11,10
PETRG202,18/07/2025,33,,E,19.55,ITM,"-3,673","1,182",-858,30/05/2025,52,"664.134,00",,"10,000",0,-112,-9,0,100,0,14.2,46.7,3,3
PETRG205,18/07/2025,33,,A,19.8,ITM,"-3,592","1,243",,15/05/2025,1,"12.430,00",,"10,000",0,-114,-9,0,100,0,0,1,1,1
PETRG207,18/07/2025,33,,E,20.05,ITM,"-3,511","1,137",-619,30/05/2025,39,"543.701,00",,"10,000",0,-115,-10,0,80,0,4.3,43.5,4,5
PETRG210,18/07/2025,33,,A,20.3,ITM,"-3,430","1,149",,26/05/2025,15,"17.236,00",,"10,000",0,-116,-10,0,200,0,0,1.5,2,1
PETRG227,18/07/2025,33,,A,20.8,ITM,"-3,269","1,070",-506,30/05/2025,14,"375.100,00",,"10,000",0,-119,-11,0,167,5,5,35,5,3
PETRG217,18/07/2025,33,,E,21.05,ITM,"-3,188","1,042",,30/05/2025,4,"80.462,00",,"10,000",0,-121,-12,0,67,0,6.9,600,2,3
PETRG222,18/07/2025,33,,E,21.55,ITM,"-3,026",985,-371,30/05/2025,9,"149.542,00",,"10,000",0,-124,-13,0,33,100,14,6.8,2,6
PETRG225,18/07/2025,33,,A,21.8,ITM,"-2,945",990,-159,23/05/2025,1,"99,000",,"10,000",0,-125,-13,1,100,400,10,0,2,2
